scenario_id,scenario_type,num_of_flight,entry_x_0,entry_y_0,entry_angle_0,exit_x_0,exit_y_0,exit_angle_0,middle_x_0,middle_y_0,middle_radius_0,middle_angle_0,speed_0,entry_time_0,entry_x_1,entry_y_1,entry_angle_1,exit_x_1,exit_y_1,exit_angle_1,middle_x_1,middle_y_1,middle_radius_1,middle_angle_1,speed_1,entry_time_1,is_conflict,ownship_level,intruder_level,surrounding_flight,sync_time_0,sync_time_1,sync_point_x_0,sync_point_y_0,sync_point_x_1,sync_point_y_1,res_x,res_y
45,,2,38.62729436,484.9256157,,645.5805695,233.5173374,,342.1039319,359.2214766,,,0.825,137,347.2708656,0.452253531,,590.0435487,533.1682869,,468.6572071,266.8102702,,,0.825,267,,0,0,"[{""entry_x"": 312.7291344398286, ""entry_y"": 0.4522535309906175, ""exit_x"": 0.4522535309906175, ""exit_y"": 312.72913443982856, ""middle_x"": 156.59069398540962, ""middle_y"": 156.5906939854096, ""entry_time"": 262.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 5, ""sync_offset"": 4.125, ""sync_point_x"": 309.8123189674341, ""sync_point_y"": 3.3690690033851256, ""flight_point_level"": 0.0},{""entry_x"": 96.65476220843934, ""entry_y"": 563.3452377915607, ""exit_x"": 590.0435486902182, ""exit_y"": 533.1682868574671, ""middle_x"": 343.3491554493288, ""middle_y"": 548.2567623245139, ""entry_time"": 247.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 20, ""sync_offset"": 16.5, ""sync_point_x"": 113.12398638240015, ""sync_point_y"": 562.3379368892356, ""flight_point_level"": 0.0},{""entry_x"": 660.0, ""entry_y"": 330.0, ""exit_x"": 375.9271233168217, ""exit_y"": 656.7884626847182, ""middle_x"": 517.9635616584109, ""middle_y"": 493.3942313423591, ""entry_time"": 189.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 78, ""sync_offset"": 64.35, ""sync_point_x"": 617.7826014844609, ""sync_point_y"": 378.5655614873354, ""flight_point_level"": 0.0}]",130,0,137.7133742,443.8828176,347.2708656,0.452253531,331,280
46,,2,9.802410329,409.8342255,,647.2163597,420.9603274,,328.509385,415.3972765,,,0.825,220,514.5336581,56.41760106,,341.5168339,659.7989729,,428.025246,358.108287,,,0.825,267,,0,0,"[{""entry_x"": 629.0815697220944, ""entry_y"": 469.4640263744308, ""exit_x"": 122.32427095355371, ""exit_y"": 73.54183271919953, ""middle_x"": 375.702920337824, ""middle_y"": 271.50292954681515, ""entry_time"": 142.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 125, ""sync_offset"": 103.125, ""sync_point_x"": 547.8179607564012, ""sync_point_y"": 405.97393673147224, ""flight_point_level"": 0.0},{""entry_x"": 63.02439185626736, ""entry_y"": 136.03086674348384, ""exit_x"": 612.865209231697, ""exit_y"": 160.03743527968214, ""middle_x"": 337.9448005439822, ""middle_y"": 148.034151011583, ""entry_time"": 106.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 161, ""sync_offset"": 132.825, ""sync_point_x"": 195.7229718878776, ""sync_point_y"": 141.8246118702846, ""flight_point_level"": 0.0},{""entry_x"": 533.1682868574673, ""entry_y"": 590.0435486902182, ""exit_x"": 629.0815697220944, ""exit_y"": 190.5359736255692, ""middle_x"": 581.1249282897809, ""middle_y"": 390.28976115789374, ""entry_time"": 210.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 57, ""sync_offset"": 47.025, ""sync_point_x"": 544.1460550927912, ""sync_point_y"": 544.3178531835175, ""flight_point_level"": 0.0}]",47,0,48.57150471,410.5109426,514.5336581,56.41760106,491,447
47,,2,261.389142,7.211291758,,659.9497394,335.7592941,,460.6694407,171.4852929,,,0.825,56,484.9256157,621.3727056,,651.5421214,255.7661521,,568.2338685,438.5694289,,,0.825,267,,0,0,"[{""entry_x"": 596.9756081437326, ""entry_y"": 523.9691332565161, ""exit_x"": 19.90143514065028, ""exit_y"": 442.86664729747076, ""middle_x"": 308.43852164219146, ""middle_y"": 483.41789027699343, ""entry_time"": 143.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 124, ""sync_offset"": 102.3, ""sync_point_x"": 495.67118471147, ""sync_point_y"": 509.7317250283014, ""flight_point_level"": 0.0},{""entry_x"": 575.2377924075402, ""entry_y"": 550.8131000984232, ""exit_x"": 528.598957640176, ""exit_y"": 66.45028168439336, ""middle_x"": 551.9183750238581, ""middle_y"": 308.6316908914083, ""entry_time"": 239.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 28, ""sync_offset"": 23.099999999999998, ""sync_point_x"": 573.023755524323, ""sync_point_y"": 527.8194479161414, ""flight_point_level"": 0.0},{""entry_x"": 635.9706720070399, ""entry_y"": 206.37982417274904, ""exit_x"": 255.76615206652463, ""exit_y"": 8.45787862087235, ""middle_x"": 445.8684120367823, ""middle_y"": 107.4188513968107, ""entry_time"": 253.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 14, ""sync_offset"": 11.549999999999999, ""sync_point_x"": 625.7256968838315, ""sync_point_y"": 201.0466276898844, ""flight_point_level"": 0.0}]",211,0,395.7096914,117.936608,484.9256157,621.3727056,474,399
48,,2,150.2691184,606.7612874,,136.0308667,63.02439186,,143.1499926,334.8928396,,,0.825,86,484.9256157,38.62729436,,38.62729436,175.0743843,,261.776455,106.8508393,,,0.825,267,,0,0,"[{""entry_x"": 442.8666472974707, ""entry_y"": 19.90143514065028, ""exit_x"": 35.96784701783861, ""exit_y"": 479.8168649140505, ""middle_x"": 239.41724715765466, ""middle_y"": 249.85915002735038, ""entry_time"": 101.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 166, ""sync_offset"": 136.95, ""sync_point_x"": 352.1208316943255, ""sync_point_y"": 122.47092110270411, ""flight_point_level"": 0.0},{""entry_x"": 629.0815697220944, ""entry_y"": 469.4640263744308, ""exit_x"": 16.151349622599355, ""exit_y"": 228.02439185626733, ""middle_x"": 322.6164596723469, ""middle_y"": 348.74420911534907, ""entry_time"": 265.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 2, ""sync_offset"": 1.65, ""sync_point_x"": 627.546380734924, ""sync_point_y"": 468.8592993503357, ""flight_point_level"": 0.0},{""entry_x"": 0.4522535309906175, ""entry_y"": 312.72913443982856, ""exit_x"": 656.7884626847183, ""exit_y"": 284.0728766831784, ""middle_x"": 328.6203581078545, ""middle_y"": 298.40100556150344, ""entry_time"": 63.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 204, ""sync_offset"": 168.29999999999998, ""sync_point_x"": 168.59206922321727, ""sync_point_y"": 305.38799154624246, ""flight_point_level"": 0.0}]",181,0,146.3602456,457.4874574,484.9256157,38.62729436,222,210
49,,2,185.3375216,33.39796472,,621.3727056,484.9256157,,403.3551136,259.1617902,,,0.825,86,318.4831661,659.7989729,,624.032153,180.1831351,,471.2576595,419.991054,,,0.825,267,,0,0,"[{""entry_x"": 659.9497394016091, ""entry_y"": 335.75929412430355, ""exit_x"": 92.61786588824506, ""exit_y"": 559.237262251469, ""middle_x"": 376.2838026449271, ""middle_y"": 447.4982781878863, ""entry_time"": 67.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 200, ""sync_offset"": 165.0, ""sync_point_x"": 506.43084068457506, ""sync_point_y"": 396.2319965338126, ""flight_point_level"": 0.0},{""entry_x"": 375.9271233168217, ""entry_y"": 656.7884626847182, ""exit_x"": 648.7555226753925, ""exit_y"": 244.58971511616815, ""middle_x"": 512.3413229961071, ""middle_y"": 450.68908890044315, ""entry_time"": 89.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 178, ""sync_offset"": 146.85, ""sync_point_x"": 456.9790696098974, ""sync_point_y"": 534.3323297141545, ""flight_point_level"": 0.0},{""entry_x"": 201.05872759853972, ""entry_y"": 26.23339836069465, ""exit_x"": 387.303898630087, ""exit_y"": 654.9865584940287, ""middle_x"": 294.18131311431335, ""middle_y"": 340.6099784273617, ""entry_time"": 242.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 25, ""sync_offset"": 20.625, ""sync_point_x"": 206.9165440830581, ""sync_point_y"": 46.00905539235113, ""flight_point_level"": 0.0}]",181,0,289.0673827,140.8133804,318.4831661,659.7989729,427,349
50,,2,633.7666016,201.0587276,,69.95645131,533.1682869,,351.8615265,367.1135072,,,0.825,91,26.23339836,201.0587276,,474.6624784,626.6020353,,250.4479384,413.8303814,,,0.825,267,,0,0,"[{""entry_x"": 239.03967258039032, ""entry_y"": 12.783640340354737, ""exit_x"": 582.7946662292628, ""exit_y"": 542.119911196558, ""middle_x"": 410.91716940482655, ""middle_y"": 277.45177576845634, ""entry_time"": 64.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 203, ""sync_offset"": 167.475, ""sync_point_x"": 330.25309496953196, ""sync_point_y"": 153.2399937070146, ""flight_point_level"": 0.0},{""entry_x"": 4.062847603604553, ""entry_y"": 278.3766265367238, ""exit_x"": 659.7989729163016, ""exit_y"": 318.4831660881747, ""middle_x"": 331.93091025995307, ""middle_y"": 298.4298963124493, ""entry_time"": 122.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 145, ""sync_offset"": 119.625, ""sync_point_x"": 123.4647228648204, ""sync_point_y"": 285.67955807858107, ""flight_point_level"": 0.0},{""entry_x"": 0.20102708369842048, ""entry_y"": 318.48316608817476, ""exit_x"": 255.76615206652463, ""exit_y"": 651.5421213791276, ""middle_x"": 127.98358957511152, ""middle_y"": 485.0126437336512, ""entry_time"": 97.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 170, ""sync_offset"": 140.25, ""sync_point_x"": 85.57981750217151, ""sync_point_y"": 429.75097206402046, ""flight_point_level"": 0.0}]",176,0,508.6580475,274.7532979,26.23339836,201.0587276,354,386
51,,2,6.063029462,392.9669685,,593.5497183,131.4010424,,299.8063739,262.1840054,,,0.825,189,555.0594588,571.3467215,,295.5056071,1.807774528,,425.282533,286.577248,,,0.825,267,,0,0,"[{""entry_x"": 50.14412826837946, ""entry_y"": 504.8733571969576, ""exit_x"": 474.66247844039555, ""exit_y"": 33.39796472127489, ""middle_x"": 262.4033033543875, ""middle_y"": 269.13566095911625, ""entry_time"": 10.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 257, ""sync_offset"": 212.02499999999998, ""sync_point_x"": 192.01654508161636, ""sync_point_y"": 347.3080755751131, ""flight_point_level"": 0.0},{""entry_x"": 38.62729435655416, ""entry_y"": 175.07438428065595, ""exit_x"": 364.49439287832564, ""exit_y"": 658.1922254715303, ""middle_x"": 201.5608436174399, ""middle_y"": 416.6333048760931, ""entry_time"": 64.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 203, ""sync_offset"": 167.475, ""sync_point_x"": 132.27812586531743, ""sync_point_y"": 313.91745174431156, ""flight_point_level"": 0.0},{""entry_x"": 453.62017582725093, ""entry_y"": 24.029327992960134, ""exit_x"": 648.7555226753925, ""exit_y"": 415.4102848838319, ""middle_x"": 551.1878492513217, ""middle_y"": 219.719806438396, ""entry_time"": 60.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 207, ""sync_offset"": 170.77499999999998, ""sync_point_x"": 529.8196073610785, ""sync_point_y"": 176.86174359554596, ""flight_point_level"": 0.0}]",78,0,64.84967966,366.7934655,555.0594588,571.3467215,335,312
52,,2,16.15134962,431.9756081,,335.7592941,0.050260598,,175.9553219,216.0129344,,,0.825,62,621.3727056,175.0743843,,250.1657745,9.802410329,,435.76924,92.4383973,,,0.825,267,,0,0,"[{""entry_x"": 44.21161675113524, ""entry_y"": 495.0, ""exit_x"": 523.9691332565162, ""exit_y"": 63.02439185626736, ""middle_x"": 284.0903750038257, ""middle_y"": 279.0121959281337, ""entry_time"": 175.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 92, ""sync_offset"": 75.89999999999999, ""sync_point_x"": 100.61630900486946, ""sync_point_y"": 444.2129869773627, ""flight_point_level"": 0.0},{""entry_x"": 387.303898630087, ""entry_y"": 654.9865584940287, ""exit_x"": 63.02439185626736, ""exit_y"": 136.03086674348384, ""middle_x"": 225.1641452431772, ""middle_y"": 395.50871261875625, ""entry_time"": 115.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 152, ""sync_offset"": 125.39999999999999, ""sync_point_x"": 320.8520228952431, ""sync_point_y"": 548.6413272360129, ""flight_point_level"": 0.0},{""entry_x"": 88.65327846567374, ""entry_y"": 104.94054117937551, ""exit_x"": 621.3727056434459, ""exit_y"": 175.07438428065603, ""middle_x"": 355.01299205455985, ""middle_y"": 140.0074627300158, ""entry_time"": 249.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 18, ""sync_offset"": 14.85, ""sync_point_x"": 103.37623465707482, ""sync_point_y"": 106.87885513384327, ""flight_point_level"": 0.0}]",205,0,116.7507534,296.0233166,621.3727056,175.0743843,360,195
53,,2,563.3452378,563.3452378,,1.807774528,295.5056071,,282.5765062,429.4254225,,,0.825,129,170.0128253,41.37549664,,165,615.7883832,,167.5064127,328.5819399,,,0.825,267,,0,0,"[{""entry_x"": 640.0985648593498, ""entry_y"": 442.86664729747065, ""exit_x"": 104.94054117937554, ""exit_y"": 88.65327846567368, ""middle_x"": 372.51955301936266, ""middle_y"": 265.75996288157216, ""entry_time"": 131.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 136, ""sync_offset"": 112.19999999999999, ""sync_point_x"": 546.5365756234136, ""sync_point_y"": 380.93931754545775, ""flight_point_level"": 0.0},{""entry_x"": 278.37662653672373, ""entry_y"": 655.9371523963955, ""exit_x"": 635.9706720070399, ""exit_y"": 453.62017582725093, ""middle_x"": 457.1736492718818, ""middle_y"": 554.7786641118232, ""entry_time"": 181.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 86, ""sync_offset"": 70.95, ""sync_point_x"": 340.1283631636596, ""sync_point_y"": 620.9997008070545, ""flight_point_level"": 0.0},{""entry_x"": 80.94583852648523, ""entry_y"": 546.4994795668674, ""exit_x"": 528.598957640176, ""exit_y"": 593.5497183156067, ""middle_x"": 304.7723980833306, ""middle_y"": 570.0245989412371, ""entry_time"": 258.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 9, ""sync_offset"": 7.425, ""sync_point_x"": 88.33016359959466, ""sync_point_y"": 547.2756034066298, ""flight_point_level"": 0.0}]",138,0,460.5859032,514.3315494,170.0128253,41.37549664,270,306
54,,2,185.3375216,33.39796472,,404.2338479,651.5421214,,294.7856847,342.4700431,,,0.825,98,658.7442504,358.7613951,,170.0128253,618.6245034,,414.3785378,488.6929492,,,0.825,267,,0,0,"[{""entry_x"": 7.211291757844151, ""entry_y"": 261.38914203013945, ""exit_x"": 222.56250902913837, ""exit_y"": 642.0211299477746, ""middle_x"": 114.88690039349126, ""middle_y"": 451.70513598895707, ""entry_time"": 31.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 236, ""sync_offset"": 194.7, ""sync_point_x"": 103.08615890998921, ""sync_point_y"": 430.84739602963793, ""flight_point_level"": 0.0},{""entry_x"": 160.03743527968214, ""entry_y"": 47.134790768302935, ""exit_x"": 295.5056071216744, ""exit_y"": 658.1922254715303, ""middle_x"": 227.77152120067828, ""middle_y"": 352.6635081199166, ""entry_time"": 13.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 254, ""sync_offset"": 209.54999999999998, ""sync_point_x"": 205.3923563804116, ""sync_point_y"": 251.717619060285, ""flight_point_level"": 0.0},{""entry_x"": 542.119911196558, ""entry_y"": 582.7946662292627, ""exit_x"": 80.94583852648523, ""exit_y"": 546.4994795668674, ""middle_x"": 311.5328748615216, ""middle_y"": 564.6470728980651, ""entry_time"": 92.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 175, ""sync_offset"": 144.375, ""sync_point_x"": 398.18997113883756, ""sync_point_y"": 571.4671342835551, ""flight_point_level"": 0.0}]",169,0,231.8785429,164.8257546,658.7442504,358.7613951,359,371
55,,2,180.1831351,624.032153,,84.76220759,109.1868999,,132.4726713,366.6095264,,,0.825,63,353.0196363,0.803863414,,12.78364034,239.0396726,,182.9016383,119.921768,,,0.825,267,,0,0,"[{""entry_x"": 180.18313508594957, ""entry_y"": 624.0321529821614, ""exit_x"": 653.9369705377292, ""exit_y"": 267.0330315257402, ""middle_x"": 417.06005281183934, ""middle_y"": 445.53259225395084, ""entry_time"": 255.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 12, ""sync_offset"": 9.899999999999999, ""sync_point_x"": 188.08962663541777, ""sync_point_y"": 618.0741842529561, ""flight_point_level"": 0.0},{""entry_x"": 7.211291757844151, ""entry_y"": 261.38914203013945, ""exit_x"": 550.8131000984233, ""exit_y"": 84.76220759245993, ""middle_x"": 279.01219592813374, ""middle_y"": 173.07567481129968, ""entry_time"": 126.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 141, ""sync_offset"": 116.32499999999999, ""sync_point_x"": 117.84294101587787, ""sync_point_y"": 225.44274015947371, ""flight_point_level"": 0.0},{""entry_x"": 658.1922254715303, ""entry_y"": 295.50560712167436, ""exit_x"": 77.2053337707373, ""exit_y"": 542.1199111965581, ""middle_x"": 367.6987796211338, ""middle_y"": 418.81275915911624, ""entry_time"": 44.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 223, ""sync_offset"": 183.975, ""sync_point_x"": 488.84234505761754, ""sync_point_y"": 367.3903664854885, ""flight_point_level"": 0.0}]",204,0,149.5128961,458.550352,353.0196363,0.803863414,166,238
56,,2,217.1333527,640.0985649,,555.0594588,88.65327847,,386.0964058,364.3759217,,,0.825,227,295.5056071,1.807774528,,559.2372623,567.3821341,,427.3714347,284.5949543,,,0.825,267,,0,0,"[{""entry_x"": 21.918459255923437, ""entry_y"": 211.73857665005093, ""exit_x"": 519.2802239958453, ""exit_y"": 600.3201746153673, ""middle_x"": 270.59934162588434, ""middle_y"": 406.0293756327091, ""entry_time"": 233.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 34, ""sync_offset"": 28.049999999999997, ""sync_point_x"": 44.02216089459199, ""sync_point_y"": 229.00788103293564, ""flight_point_level"": 0.0},{""entry_x"": 509.73088155495896, ""entry_y"": 53.23871257801011, ""exit_x"": 104.94054117937554, ""exit_y"": 571.3467215343263, ""middle_x"": 307.3357113671673, ""middle_y"": 312.2927170561682, ""entry_time"": 126.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 141, ""sync_offset"": 116.32499999999999, ""sync_point_x"": 438.11406043770177, ""sync_point_y"": 144.90406349131206, ""flight_point_level"": 0.0},{""entry_x"": 426.48266255850314, ""entry_y"": 645.5805694678018, ""exit_x"": 659.7989729163016, ""exit_y"": 318.4831660881747, ""middle_x"": 543.1408177374024, ""middle_y"": 482.0318677779882, ""entry_time"": 210.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 57, ""sync_offset"": 47.025, ""sync_point_x"": 453.7902190508101, ""sync_point_y"": 607.2967872170958, ""flight_point_level"": 0.0}]",40,0,234.3758053,611.9614394,295.5056071,1.807774528,317,283
57,,2,5.013441506,272.6961014,,659.5477465,312.7291344,,332.280594,292.7126179,,,0.825,160,180.1831351,35.96784702,,624.032153,479.8168649,,402.107644,257.892356,,,0.825,267,,0,0,"[{""entry_x"": 398.6108579698606, ""entry_y"": 7.211291757844151, ""exit_x"": 16.151349622599355, ""exit_y"": 228.02439185626733, ""middle_x"": 207.38110379622998, ""middle_y"": 117.61784180705574, ""entry_time"": 239.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 28, ""sync_offset"": 23.099999999999998, ""sync_point_x"": 378.6056711424401, ""sync_point_y"": 18.76129175784415, ""flight_point_level"": 0.0},{""entry_x"": 442.8666472974707, ""entry_y"": 640.0985648593497, ""exit_x"": 14.419430532198305, ""exit_y"": 233.5173374414968, ""middle_x"": 228.6430389148345, ""middle_y"": 436.80795115042326, ""entry_time"": 175.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 92, ""sync_offset"": 75.89999999999999, ""sync_point_x"": 387.8107325376381, ""sync_point_y"": 587.8524525641938, ""flight_point_level"": 0.0},{""entry_x"": 653.9369705377292, ""entry_y"": 267.0330315257402, ""exit_x"": 295.5056071216744, ""exit_y"": 658.1922254715303, ""middle_x"": 474.7212888297018, ""middle_y"": 462.6126284986352, ""entry_time"": 185.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 82, ""sync_offset"": 67.64999999999999, ""sync_point_x"": 608.2332929925298, ""sync_point_y"": 316.9098433609451, ""flight_point_level"": 0.0}]",107,0,93.12379084,278.0851612,180.1831351,35.96784702,333,301
58,,2,211.7385767,638.0815407,,537.675729,73.54183272,,374.7071528,355.8116867,,,0.825,97,150.2691184,53.23871258,,647.2163597,239.0396726,,398.7427391,146.1391926,,,0.825,267,,0,0,"[{""entry_x"": 593.5497183156067, ""entry_y"": 528.598957640176, ""exit_x"": 117.88008880344205, ""exit_y"": 582.7946662292628, ""middle_x"": 355.7149035595244, ""middle_y"": 555.6968119347193, ""entry_time"": 197.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 70, ""sync_offset"": 57.75, ""sync_point_x"": 536.1709436502838, ""sync_point_y"": 535.1364432352726, ""flight_point_level"": 0.0},{""entry_x"": 635.9706720070399, ""entry_y"": 453.62017582725093, ""exit_x"": 509.73088155495896, ""exit_y"": 53.23871257801011, ""middle_x"": 572.8507767809995, ""middle_y"": 253.42944420263052, ""entry_time"": 63.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 204, ""sync_offset"": 168.29999999999998, ""sync_point_x"": 585.3618859504708, ""sync_point_y"": 293.1096130163244, ""flight_point_level"": 0.0},{""entry_x"": 150.26911844504107, ""entry_y"": 53.23871257801005, ""exit_x"": 73.5418327191997, ""exit_y"": 537.6757290464465, ""middle_x"": 111.90547558212039, ""middle_y"": 295.45722081222823, ""entry_time"": 109.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 158, ""sync_offset"": 130.35, ""sync_point_x"": 129.877885927047, ""sync_point_y"": 181.98388777458626, ""flight_point_level"": 0.0}]",170,0,281.8635767,516.6214779,150.2691184,53.23871258,373,253
59,,2,77.20533377,542.1199112,,239.0396726,12.78364034,,158.1225032,277.4517758,,,0.825,187,635.970672,206.3798242,,211.7385767,21.91845926,,423.8546243,114.1491417,,,0.825,267,,0,0,"[{""entry_x"": 514.5336581453464, ""entry_y"": 603.5823989431638, ""exit_x"": 404.23384793347543, ""exit_y"": 8.45787862087235, ""middle_x"": 459.3837530394109, ""middle_y"": 306.0201387820181, ""entry_time"": 122.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 145, ""sync_offset"": 119.625, ""sync_point_x"": 492.73373340834826, ""sync_point_y"": 485.9605306258257, ""flight_point_level"": 0.0},{""entry_x"": 420.9603274196097, ""entry_y"": 647.2163596596453, ""exit_x"": 600.3201746153673, ""exit_y"": 140.7197760041548, ""middle_x"": 510.6402510174885, ""middle_y"": 393.96806783190004, ""entry_time"": 16.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 251, ""sync_offset"": 207.075, ""sync_point_x"": 490.08338279544284, ""sync_point_y"": 452.0188728917324, ""flight_point_level"": 0.0},{""entry_x"": 0.4522535309906175, ""entry_y"": 312.72913443982856, ""exit_x"": 370.21688332369865, ""exit_y"": 2.4597699583637223, ""middle_x"": 185.33456842734464, ""middle_y"": 157.59445219909614, ""entry_time"": 7.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 260, ""sync_offset"": 214.5, ""sync_point_x"": 164.7687865800114, ""sync_point_y"": 174.85119216206587, ""flight_point_level"": 0.0}]",80,0,96.50186628,479.0037973,635.970672,206.3798242,266,199
60,,2,381.6233735,4.062847604,,415.4102849,648.7555227,,398.5168292,326.4091851,,,0.825,122,14.41943053,426.4826626,,609.8558717,504.8733572,,312.1376511,465.6780099,,,0.825,267,,0,0,"[{""entry_x"": 495.0, ""entry_y"": 44.21161675113524, ""exit_x"": 324.24070587569645, ""exit_y"": 659.9497394016091, ""middle_x"": 409.6203529378482, ""middle_y"": 352.0806780763722, ""entry_time"": 84.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 183, ""sync_offset"": 150.975, ""sync_point_x"": 454.65368617158515, ""sync_point_y"": 189.6957244243071, ""flight_point_level"": 0.0},{""entry_x"": 84.76220759245996, ""entry_y"": 550.8131000984233, ""exit_x"": 603.5823989431638, ""exit_y"": 145.46634185465354, ""middle_x"": 344.17230326781186, ""middle_y"": 348.13972097653846, ""entry_time"": 107.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 160, ""sync_offset"": 132.0, ""sync_point_x"": 188.77962706854723, ""sync_point_y"": 469.5457853554364, ""flight_point_level"": 0.0},{""entry_x"": 370.21688332369865, ""entry_y"": 2.4597699583637223, ""exit_x"": 88.65327846567374, ""exit_y"": 555.0594588206245, ""middle_x"": 229.4350808946862, ""middle_y"": 278.7596143894941, ""entry_time"": 204.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 63, ""sync_offset"": 51.974999999999994, ""sync_point_x"": 346.6207270997357, ""sync_point_y"": 48.76983405305414, ""flight_point_level"": 0.0}]",145,0,387.8840622,123.5239057,14.41943053,426.4826626,355,372
61,,2,8.457878621,404.2338479,,519.280224,59.67982538,,263.8690513,231.9568367,,,0.825,106,658.7442504,358.7613951,,295.5056071,1.807774528,,477.1249287,180.2845848,,,0.825,267,,0,0,"[{""entry_x"": 364.49439287832564, ""entry_y"": 658.1922254715303, ""exit_x"": 409.8342255478904, ""exit_y"": 9.802410328921155, ""middle_x"": 387.164309213108, ""middle_y"": 333.9973179002257, ""entry_time"": 246.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 21, ""sync_offset"": 17.325, ""sync_point_x"": 365.70292378594263, ""sync_point_y"": 640.9094283007788, ""flight_point_level"": 0.0},{""entry_x"": 150.26911844504107, ""entry_y"": 606.7612874219899, ""exit_x"": 66.4502816843933, ""exit_y"": 131.40104235982412, ""middle_x"": 108.35970006471719, ""middle_y"": 369.081164890907, ""entry_time"": 243.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 24, ""sync_offset"": 19.799999999999997, ""sync_point_x"": 146.83088452723584, ""sync_point_y"": 587.2620939123482, ""flight_point_level"": 0.0},{""entry_x"": 643.8486503774006, ""entry_y"": 228.02439185626736, ""exit_x"": 8.45787862087235, ""exit_y"": 404.2338479334754, ""middle_x"": 326.1532644991365, ""middle_y"": 316.12911989487134, ""entry_time"": 9.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 258, ""sync_offset"": 212.85, ""sync_point_x"": 438.73990841194524, ""sync_point_y"": 284.9060802045243, ""flight_point_level"": 0.0}]",161,0,118.5747942,329.9590505,658.7442504,358.7613951,348,211
